0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 
0.10037235151347708, 0.10036858415836984, 0.10036489227389529, 0.10036127361471281, 0.10035772602367568, 0.10035424742754327, 0.10035083583294066, 0.10034748932254965, 0.10034420605151546, 0.10034098424405556, 0.10033782219025697, 0.10033471824305021, 0.1003316708153484, 0.10032867837734155, 0.10032573945393562, 0.1003228526223281, 0.10032001650971109, 0.10031722979109461, 0.10031449118724259, 0.10031179946271476, 0.10030915342400834, 0.10030655191779364, 0.10030399382923769, 0.10030147808041136, 0.10029900362877515, 0.10029656946573842, 0.10029417461528849, 0.10029181813268633, 0.10028949910322339, 0.10028721664103821, 0.10028496988798782, 0.10028275801257223, 0.10028058020890822, 0.10027843569575057, 0.1002763237155575, 0.10027424353359851, 0.10027219443710218, 
0.1010376332354715, 0.10101505883810577, 0.10099256391159431, 0.10097014803702098, 0.1009478107984088, 0.1009255517826942, 0.10090337057970161, 0.10088126678211821, 0.10085923998546906, 0.10083728978809224, 0.10081541579111476, 0.10079361759842807, 0.10077189481666446, 0.10075024705517296, 0.10072867392599655, 0.10070717504384837, 0.10068575002608915, 0.10066439849270434, 0.10064312006628175, 0.10062191437198938, 0.10060078103755299, 0.10057971969323491, 0.10055872997181216, 0.10053781150855494, 0.10051696394120595, 0.100496186909959, 0.10047548005743871, 0.10045484302867974, 0.1004342754711067, 0.100413777034514, 0.10039334737104579, 0.10037298613517663, 0.10035269298369177, 0.1003324675756679, 0.10031230957245421, 0.10029221863765318, 0.10027219443710218, 
0.10100605710228724, 0.1009845814290859, 0.10096317130974396, 0.10094182644456692, 0.10092054653568445, 0.10089933128703638, 0.10087818040435897, 0.10085709359517141, 0.10083607056876207, 0.10081511103617556, 0.10079421471019921, 0.1007733813053499, 0.10075261053786126, 0.10073190212567071, 0.10071125578840663, 0.10069067124737577, 0.10067014822555069, 0.10064968644755733, 0.10062928563966267, 0.1006089455297626, 0.10058866584736975, 0.10056844632360153, 0.1005482866911682, 0.10052818668436125, 0.1005081460390415, 0.10048816449262762, 0.10046824178408477, 0.10044837765391307, 0.10042857184413638, 0.10040882409829134, 0.10038913416141589, 0.10036950178003859, 0.10034992670216777, 0.10033040867728062, 0.10031094745631243, 0.10029154279164625, 0.10027219443710218, 
0.10161386621406421, 0.10157464031803273, 0.10153553196126751, 0.10149654061625425, 0.10145766575863074, 0.10141890686716316, 0.10138026342372272, 0.10134173491326265, 0.10130332082379552, 0.10126502064637011, 0.10122683387504924, 0.10118876000688765, 0.1011507985419095, 0.10111294898308675, 0.10107521083631746, 0.10103758361040413, 0.10100006681703264, 0.10096265997075092, 0.10092536258894806, 0.10088817419183363, 0.10085109430241697, 0.10081412244648692, 0.10077725815259163, 0.10074050095201827, 0.10070385037877354, 0.1006673059695637, 0.10063086726377506, 0.10059453380345486, 0.10055830513329177, 0.10052218080059712, 0.10048616035528592, 0.10045024334985819, 0.10041442933938045, 0.10037871788146732, 0.10034310853626331, 0.10030760086642485, 0.10027219443710218, 
0.09831123171583024, 0.09836838833635898, 0.09842538416475087, 0.09848221987855989, 0.09853889615153841, 0.09859541365366423, 0.09865177305116637, 0.09870797500655183, 0.09876402017863116, 0.09881990922254436, 0.09887564278978646, 0.09893122152823271, 0.0989866460821636, 0.09904191709229018, 0.09909703519577827, 0.09915200102627314, 0.09920681521392388, 0.0992614783854072, 0.09931599116395178, 0.0993703541693614, 0.09942456801803887, 0.09947863332300916, 0.09953255069394243, 0.09958632073717706, 0.0996399440557424, 0.09969342124938119, 0.099746752914572, 0.09979993964455142, 0.09985298202933604, 0.09990588065574418, 0.09995863610741773, 0.1000112489648434, 0.10006371980537417, 0.10011604920325029, 0.10016823772962033, 0.10022028595256187, 0.10027219443710218, 
0.09208357835783089, 0.09232152653809589, 0.0925588486809621, 0.09279554725382354, 0.0930316247111248, 0.09326708349444615, 0.09350192603258757, 0.0937361547416523, 0.0939697720251296, 0.09420278027397724, 0.09443518186670274, 0.09466697916944442, 0.09489817453605189, 0.09512877030816536, 0.095358768815295, 0.09558817237489929, 0.0958169832924628, 0.09604520386157352, 0.09627283636399946, 0.09649988306976463, 0.09672634623722452, 0.09695222811314111, 0.09717753093275705, 0.0974022569198693, 0.0976264082869025, 0.09784998723498153, 0.09807299595400341, 0.09829543662270894, 0.0985173114087536, 0.098738622468778, 0.09895937194847769, 0.09917956198267264, 0.09939919469537581, 0.09961827219986173, 0.09983679659873411, 0.10005476998399311, 0.10027219443710218, 
0.10028299521853108, 0.10028268363528374, 0.10028237273740029, 0.1002820625226218, 0.10028175298869946, 0.10028144413339422, 0.10028113595447677, 0.10028082844972766, 0.10028052161693714, 0.10028021545390506, 0.10027990995844084, 0.10027960512836348, 0.10027930096150145, 0.10027899745569276, 0.10027869460878466, 0.10027839241863379, 0.10027809088310613, 0.10027779000007683, 0.10027748976743024, 0.1002771901830599, 0.10027689124486833, 0.10027659295076714, 0.10027629529867708, 0.10027599828652757, 0.10027570191225704, 0.10027540617381282, 0.10027511106915106, 0.10027481659623651, 0.1002745227530428, 0.10027422953755202, 0.10027393694775506, 0.10027364498165123, 0.10027335363724858, 0.1002730629125633, 0.10027277280562029, 0.10027248331445276, 0.10027219443710218, 
0.10090740510090837, 0.10088917630697737, 0.10087098195966002, 0.10085282196140871, 0.10083469621504394, 0.10081660462375247, 0.10079854709108538, 0.10078052352095677, 0.10076253381764166, 0.10074457788577466, 0.10072665563034786, 0.10070876695670963, 0.10069091177056255, 0.10067308997796195, 0.10065530148531432, 0.10063754619937548, 0.10061982402724914, 0.10060213487638503, 0.10058447865457765, 0.1005668552699644, 0.10054926463102394, 0.10053170664657494, 0.1005141812257741, 0.10049668827811487, 0.10047922771342571, 0.10046179944186873, 0.10044440337393794, 0.10042703942045786, 0.10040970749258203, 0.10039240750179126, 0.1003751393598924, 0.10035790297901674, 0.10034069827161841, 0.10032352515047308, 0.10030638352867635, 0.10028927331964228, 0.10027219443710218, 
0.10577392091215101, 0.10561607783999521, 0.10545853060794513, 0.10530127838505424, 0.10514432034348517, 0.10498765565849491, 0.1048312835084206, 0.10467520307466491, 0.10451941354168204, 0.10436391409696325, 0.10420870393102288, 0.10405378223738437, 0.10389914821256603, 0.10374480105606751, 0.10359073997035553, 0.10343696416085077, 0.10328347283591352, 0.10313026520683058, 0.10297734048780156, 0.1028246978959255, 0.10267233665118744, 0.10252025597644521, 0.10236845509741624, 0.10221693324266429, 0.10206568964358648, 0.10191472353440034, 0.10176403415213067, 0.10161362073659697, 0.1014634825304005, 0.1013136187789116, 0.10116402873025694, 0.10101471163530716, 0.10086566674766424, 0.100716893323649, 0.10056839062228877, 0.10042015790530533, 0.10027219443710218, 
0.09991638982678896, 0.09992658842887303, 0.09993676846563299, 0.09994692998771669, 0.09995707304558782, 0.09996719768952693, 0.09997730396963217, 0.09998739193582, 0.09999746163782629, 0.10000751312520688, 0.1000175464473385, 0.10002756165341961, 0.10003755879247118, 0.10004753791333741, 0.10005749906468674, 0.1000674422950122, 0.10007736765263281, 0.10008727518569382, 0.1000971649421678, 0.1001070369698554, 0.10011689131638588, 0.10012672802921817, 0.10013654715564137, 0.10014634874277586, 0.10015613283757357, 0.10016589948681924, 0.10017564873713072, 0.10018538063496005, 0.10019509522659398, 0.10020479255815479, 0.10021447267560107, 0.10022413562472832, 0.1002337814511698, 0.10024341020039715, 0.10025302191772115, 0.10026261664829243, 0.10027219443710218, 
