excellent, professional, easy, lightweighted, quiet, expensive, compact, light, nice, strong, good, better, heavy, loud, cheap, hard, disappointed, 
0.0, 0.03571428571428571, 0.03571428571428571, 0.0, 0.125, 0.017857142857142856, 0.017857142857142856, 0.03571428571428571, 0.23214285714285715, 0.017857142857142856, 0.19642857142857142, 0.03571428571428571, 0.16071428571428573, 0.017857142857142856, 0.017857142857142856, 0.017857142857142856, 0.0, 
